snapped_at,price,market_cap,total_volume
2024-03-09 00:00:00 UTC,0.06307013646814641,0.0,2572095.036556711
2024-03-10 00:00:00 UTC,0.06307013646814641,0.0,2572095.036556711
2024-03-11 00:00:00 UTC,0.043155162654579506,0.0,1845479.8427146173
2024-03-12 00:00:00 UTC,0.04176671623042717,0.0,1239669.0183223768
2024-03-13 00:00:00 UTC,0.03599770985010162,0.0,1070479.7571922655
2024-03-14 00:00:00 UTC,0.12473737006905071,0.0,6277347.929727823
2024-03-15 00:00:00 UTC,0.19910952714064412,0.0,9591751.813325502
2024-03-16 00:00:00 UTC,0.17065525701861478,0.0,6782249.982336981
2024-03-17 00:00:00 UTC,0.11951832586337426,0.0,4659433.102644832
2024-03-18 00:00:00 UTC,0.15465154534861497,0.0,3152951.638937494
2024-03-19 00:00:00 UTC,0.09480563826781578,0.0,2306570.480502125
2024-03-20 00:00:00 UTC,0.11415970704993954,0.0,2555431.446822766
2024-03-21 00:00:00 UTC,0.18516469777389585,0.0,4398802.05841456
2024-03-22 00:00:00 UTC,0.20790501603889128,0.0,3281014.6438658754
2024-03-23 00:00:00 UTC,0.17662251229868486,0.0,2484918.016494102
2024-03-24 00:00:00 UTC,0.2212107642103824,0.0,1310029.2293485757
2024-03-25 00:00:00 UTC,0.28867708834286243,0.0,3069325.4556472483
2024-03-26 00:00:00 UTC,0.32283339254679616,0.0,4833005.730265254
2024-03-27 00:00:00 UTC,0.3206142282386237,0.0,3438175.286818404
2024-03-28 00:00:00 UTC,0.3650515569878736,257846191.51577318,3740993.812104669
2024-03-29 00:00:00 UTC,0.427257215972743,300527067.32841486,3495679.242660015
2024-03-30 00:00:00 UTC,0.3707027702977264,255801629.73309433,3461914.2907063663
2024-03-31 00:00:00 UTC,0.32048259617439867,221237200.44275495,2753529.098036013
2024-04-01 00:00:00 UTC,0.3455878942568336,238568019.4336754,3720675.369124412
2024-04-02 00:00:00 UTC,0.30693813698042616,211887119.44192904,3198227.270903251
2024-04-03 00:00:00 UTC,0.339969772617786,234689688.69744605,3362998.9727098136
2024-04-04 00:00:00 UTC,0.5105499860461606,342677826.4685338,6300547.127544392
2024-04-05 00:00:00 UTC,0.7052358299513725,487020220.43713,10349228.384194205
2024-04-06 00:00:00 UTC,0.7008731584040331,484532420.3006884,11755532.150308363
2024-04-07 00:00:00 UTC,0.6658816961562359,447198845.68174356,4908685.2052915245
2024-04-08 00:00:00 UTC,0.7120208987837682,491724137.9800766,2761488.5516967005
2024-04-09 00:00:00 UTC,0.8819643438733956,637185397.1713623,5525133.188181983
2024-04-10 00:00:00 UTC,0.7829233657222537,540071926.5717107,3348437.885559651
2024-04-11 00:00:00 UTC,0.9500970923334331,648328090.5105361,2979469.264866672
2024-04-12 00:00:00 UTC,0.7760626656871614,533802754.9742148,1669076.5087835179
2024-04-13 00:00:00 UTC,0.5941531212294837,410158850.2597021,12169060.085154075
2024-04-14 00:00:00 UTC,0.6100049093943236,424139672.15008134,20676749.06779734
2024-04-15 00:00:00 UTC,0.7977855813821769,550803141.3864403,18447455.005893927
2024-04-16 00:00:00 UTC,0.6415368092830576,441931867.4542241,11200618.09668307
2024-04-17 00:00:00 UTC,0.6118538713017905,420760141.1987682,14777333.936680462
2024-04-18 00:00:00 UTC,0.5708245868556422,393916145.05267894,12466768.133854276
2024-04-19 00:00:00 UTC,0.6274207841587779,439590136.85126674,6152576.0538983345
2024-04-20 00:00:00 UTC,0.668892567455252,465823688.1025147,14020980.338617697
2024-04-21 00:00:00 UTC,0.7091677474138758,490915550.3658408,3899779.9573250697
2024-04-22 00:00:00 UTC,0.59332913577523,408566051.84865284,5543342.797198656
2024-04-23 00:00:00 UTC,0.6153702992971868,425072657.22738844,8870601.760290826
2024-04-24 00:00:00 UTC,0.6604067731063188,455525220.95831627,8775074.703794817
2024-04-25 00:00:00 UTC,0.6719399063638204,463878884.3212038,13890719.218640745
2024-04-26 00:00:00 UTC,0.5948935360411886,410707245.8881247,22047540.813595805
2024-04-27 00:00:00 UTC,0.5107828292147132,352893330.1804555,38504116.546081305
2024-04-28 00:00:00 UTC,0.5048421980487122,348195281.92254597,10735300.829244576
2024-04-29 00:00:00 UTC,0.47864121600673987,331150460.17435604,13929953.685110034
2024-04-30 00:00:00 UTC,0.4481930959427879,311053498.35028744,20127329.78823226
2024-05-01 00:00:00 UTC,0.35813011464171063,243974600.6892711,21671161.567162126
2024-05-02 00:00:00 UTC,0.43735337785199047,300179501.229777,27788840.496345233
2024-05-03 00:00:00 UTC,0.43087847722239114,297461555.5628892,15768291.602907466
2024-05-04 00:00:00 UTC,0.41871782642092537,289625425.6831334,18611990.629532233
2024-05-05 00:00:00 UTC,0.41836482756904503,289948226.49554574,14642572.266700724
2024-05-06 00:00:00 UTC,0.3939250388689028,271674661.74721354,9182611.272303669
2024-05-07 00:00:00 UTC,0.3783400729351305,261239029.89190346,21585347.02451082
2024-05-08 00:00:00 UTC,0.3031501234911089,209252526.16372252,16787718.343446825
2024-05-09 00:00:00 UTC,0.342741913174111,235895771.13599226,10771901.045227928
2024-05-10 00:00:00 UTC,0.30032869038351545,208220684.2543008,23179882.139494378
2024-05-11 00:00:00 UTC,0.28295540317526074,195601042.17452055,11061727.39611438
2024-05-12 00:00:00 UTC,0.30595872681052705,211152999.7981522,6038965.308237693
2024-05-13 00:00:00 UTC,0.3132532918180638,215678817.0288231,5674476.100149998
2024-05-14 00:00:00 UTC,0.26518316144717047,183386709.37770098,10911936.041436663
