snapped_at,price,market_cap,total_volume
2024-05-29 00:00:00 UTC,0.009931144355862205,0.0,155159835.6465279
2024-05-30 00:00:00 UTC,0.009931144355862205,0.0,155159835.6465279
2024-05-31 00:00:00 UTC,0.005082084304711351,0.0,27415359.290306527
2024-06-01 00:00:00 UTC,0.03416088317329097,0.0,36587573.93833248
2024-06-02 00:00:00 UTC,0.07579018836414454,0.0,83611265.40435837
2024-06-03 00:00:00 UTC,0.055781360176477744,0.0,42216606.60588111
2024-06-04 00:00:00 UTC,0.07385202539965478,0.0,49301353.15768134
2024-06-05 00:00:00 UTC,0.09087817394137657,0.0,43108860.79209047
2024-06-06 00:00:00 UTC,0.11915760202081861,0.0,53715159.10749207
2024-06-07 00:00:00 UTC,0.21070378084464633,0.0,146297490.64084503
2024-06-08 00:00:00 UTC,0.12235429406026956,0.0,100488706.11172916
2024-06-09 00:00:00 UTC,0.16610738071524647,0.0,82506569.31784375
2024-06-10 00:00:00 UTC,0.16932127614366274,0.0,41373988.789634794
2024-06-11 00:00:00 UTC,0.16741326387699892,0.0,50323776.56486184
2024-06-12 00:00:00 UTC,0.15938466223930786,0.0,51076423.80868106
2024-06-13 00:00:00 UTC,0.1734557247311589,0.0,69875127.37846467
2024-06-14 00:00:00 UTC,0.14602452393542212,0.0,46464732.531405546
2024-06-15 00:00:00 UTC,0.12646644520531564,124777285.21955277,42269189.706509106
2024-06-16 00:00:00 UTC,0.10806167398433317,106554525.35607272,35330166.23373478
2024-06-17 00:00:00 UTC,0.13925288814644324,136662013.44388992,27344274.078481045
2024-06-18 00:00:00 UTC,0.08922335862805461,88252579.68746036,38323903.82961405
2024-06-19 00:00:00 UTC,0.09606635843902933,94469126.6516646,55368737.01553798
2024-06-20 00:00:00 UTC,0.09090864273126588,89649715.70447533,28455355.84356077
2024-06-21 00:00:00 UTC,0.07015903792917927,69414631.2179201,25741045.610681888
2024-06-22 00:00:00 UTC,0.06286552819883794,61970805.27053722,30365379.063902784
2024-06-23 00:00:00 UTC,0.0642395740838208,63389579.99220093,17129245.529372364
2024-06-24 00:00:00 UTC,0.059153020000117386,58241543.78559845,14643396.439792879
2024-06-25 00:00:00 UTC,0.06486499086360527,64049039.88274323,21848301.458205096
2024-06-26 00:00:00 UTC,0.08064192603187828,79571659.67258362,27671563.00993645
2024-06-27 00:00:00 UTC,0.07936842654882706,78270157.54403237,30451157.89710447
2024-06-28 00:00:00 UTC,0.07904101848764396,77940658.50996618,20410780.825406495
2024-06-29 00:00:00 UTC,0.0615575975495437,60634874.74871402,20385059.506162733
2024-06-30 00:00:00 UTC,0.06076784064411741,59921863.56999269,11763853.21615821
2024-07-01 00:00:00 UTC,0.06850984558009145,67561071.53033933,14796246.456667222
2024-07-02 00:00:00 UTC,0.059719455909316606,58911680.92059879,21774152.653565094
2024-07-03 00:00:00 UTC,0.05128677114482978,50758077.11728051,16423887.162201643
2024-07-04 00:00:00 UTC,0.0480313375867632,47692178.1861557,20897449.881101854
2024-07-05 00:00:00 UTC,0.036030930592961224,35772140.82689816,14482960.061641237
2024-07-06 00:00:00 UTC,0.03982759364902764,39247794.13012253,20649637.62169121
2024-07-07 00:00:00 UTC,0.04557641504062469,44903146.02771968,15002748.275295585
2024-07-08 00:00:00 UTC,0.03541059664227172,34960178.3318765,10896858.862962956
2024-07-09 00:00:00 UTC,0.035203594285543365,34738205.59971215,14063941.703119734
2024-07-10 00:00:00 UTC,0.03032701519307681,29745203.764638998,7908866.612021582
2024-07-11 00:00:00 UTC,0.030927787373356046,30776814.3961287,14367938.015076224
2024-07-12 00:00:00 UTC,0.04105586625062176,40644182.3578279,27095884.28475247
2024-07-13 00:00:00 UTC,0.035146109777683024,34618235.95001559,16541042.305524668
2024-07-14 00:00:00 UTC,0.02993656374191448,29537485.841579832,11174968.606086195
2024-07-15 00:00:00 UTC,0.0337870120591897,33281635.673839014,12250196.109172372
2024-07-16 00:00:00 UTC,0.03714474647797662,36607816.260035686,15840661.242515936
2024-07-17 00:00:00 UTC,0.032707802726712074,32404761.811176468,16168462.506753698
2024-07-18 00:00:00 UTC,0.030533476942611156,30043686.53105555,12776525.684629714
2024-07-19 00:00:00 UTC,0.028542088206506153,28174038.593586035,11968499.195307294
2024-07-20 00:00:00 UTC,0.029820664753257675,29404466.024428803,13455488.472741364
2024-07-21 00:00:00 UTC,0.037315357791113044,36800850.450207934,18568973.2690419
2024-07-22 00:00:00 UTC,0.07943849314237753,79083090.1911752,65669471.7636428
2024-07-23 00:00:00 UTC,0.07577390262518563,74040961.49346149,36865475.32660493
2024-07-24 00:00:00 UTC,0.06976459031669387,68768640.00908902,26749844.843267385
2024-07-25 00:00:00 UTC,0.06914139417183592,68205463.85231249,19676106.85307815
2024-07-26 00:00:00 UTC,0.062357379820901594,61582978.587094374,19483350.569453515
2024-07-27 00:00:00 UTC,0.07285695334346168,71491319.74991317,23150341.08938833
2024-07-28 00:00:00 UTC,0.08822600386487017,86997328.33104722,37253559.36111228
2024-07-29 00:00:00 UTC,0.06664130806003944,65718161.45947717,27748260.11684664
2024-07-30 00:00:00 UTC,0.06136773232173338,60595513.42462956,17117587.633968618
2024-07-31 00:00:00 UTC,0.05949877252231483,57955094.54066873,11423652.936796898
2024-08-01 00:00:00 UTC,0.054021686424987364,53191706.06203274,17188836.711978484
2024-08-02 00:00:00 UTC,0.04938889497859054,48704516.83685237,15595450.209663898
2024-08-03 00:00:00 UTC,0.044957822318675206,44372736.38526133,12079270.012173338
