snapped_at,price,market_cap,total_volume
2024-10-13 00:00:00 UTC,0.059978345499048555,0.0,95467859.00369266
2024-10-14 00:00:00 UTC,0.059978345499048555,0.0,95467859.00369266
2024-10-15 00:00:00 UTC,0.15934805447541917,159169365.0729372,97316030.01926734
2024-10-16 00:00:00 UTC,0.20237089889105833,193759876.11243472,87898819.0867787
2024-10-17 00:00:00 UTC,0.31613713284526646,315747696.50232375,198753510.94733092
2024-10-18 00:00:00 UTC,0.304836892622484,304836688.8985611,163320427.7514167
2024-10-19 00:00:00 UTC,0.4158720414912606,416293396.2680014,150012403.22549167
2024-10-20 00:00:00 UTC,0.40810619006790105,409079069.9676563,173823851.18004707
2024-10-21 00:00:00 UTC,0.23148687902343207,231486722.5989158,300597160.82752746
2024-10-22 00:00:00 UTC,0.4590992821393403,461113477.332398,384690607.00008816
2024-10-23 00:00:00 UTC,0.45710375955829485,459092168.7417189,197599769.9454058
2024-10-24 00:00:00 UTC,0.6493904458894082,649335198.7844876,388264344.55484635
2024-10-25 00:00:00 UTC,0.6621957492762254,660414221.6449432,501195194.26130366
2024-10-26 00:00:00 UTC,0.6961612786604926,693135926.2570255,445373341.53827524
2024-10-27 00:00:00 UTC,0.7151198598702477,715155369.4970989,327308053.9957136
2024-10-28 00:00:00 UTC,0.5937448105095458,594495155.6110997,294321421.09086996
2024-10-29 00:00:00 UTC,0.6111457244676924,610399185.779294,316487763.54665774
2024-10-30 00:00:00 UTC,0.6654708387456637,665488981.4078791,288085348.2838818
2024-10-31 00:00:00 UTC,0.578380880164533,579911285.987783,238993993.68466613
2024-11-01 00:00:00 UTC,0.5321316331089305,533978798.06295025,201199662.27175003
2024-11-02 00:00:00 UTC,0.5417722256438929,542393021.2486435,174552099.7128159
2024-11-03 00:00:00 UTC,0.4408814009958962,438465084.71890557,179593301.76880378
2024-11-04 00:00:00 UTC,0.5313194596882521,531996587.8822468,221636431.10758334
2024-11-05 00:00:00 UTC,0.4810210079592705,480949884.40830827,154254883.66914678
2024-11-06 00:00:00 UTC,0.5972047677166116,597436777.7800882,179269077.26011845
2024-11-07 00:00:00 UTC,0.7896221413893078,791534047.2830533,312023141.27082914
2024-11-08 00:00:00 UTC,0.8601533974259337,860202048.959019,239076936.01659462
2024-11-09 00:00:00 UTC,0.7490955012018101,750127026.4920874,203104637.99933714
2024-11-10 00:00:00 UTC,0.7679153576764922,768944963.4858949,167114990.1901916
2024-11-11 00:00:00 UTC,0.9422375086634792,942870707.5364585,334257882.442563
2024-11-12 00:00:00 UTC,0.8121865343167542,813701293.8142576,294198518.40931773
2024-11-13 00:00:00 UTC,0.9076406631458064,907205024.5084646,324091636.44595426
2024-11-14 00:00:00 UTC,0.8246867410478735,828019523.1251824,356683649.4582959
2024-11-15 00:00:00 UTC,0.8652686187614329,861249413.1482038,602536135.9746264
2024-11-16 00:00:00 UTC,1.212815939291964,1212813836.5491729,749379785.0996757
2024-11-17 00:00:00 UTC,1.2144884494508594,1213693981.1188138,466750124.2019726
2024-11-18 00:00:00 UTC,1.205211236434243,1206143795.7239194,405671024.99140936
2024-11-19 00:00:00 UTC,1.0392825934954866,1039564381.6926689,398165078.26389974
2024-11-20 00:00:00 UTC,1.0974782153004745,1096828950.1796637,375946494.5666905
2024-11-21 00:00:00 UTC,0.9081378343127503,914201606.1038688,399809143.61757904
2024-11-22 00:00:00 UTC,1.0005701325129535,1003343131.7879534,498917928.349121
2024-11-23 00:00:00 UTC,0.8943826898811471,895143005.5701255,352854007.57286865
2024-11-24 00:00:00 UTC,0.8060939057740124,805847150.4499567,393479214.370772
2024-11-25 00:00:00 UTC,0.8437025278384611,847454754.7872043,341883696.8659534
2024-11-26 00:00:00 UTC,0.735210445952097,735134821.6898763,342634942.2195577
2024-11-27 00:00:00 UTC,0.8281595028527241,829470346.621759,357002594.3232797
2024-11-28 00:00:00 UTC,0.9003117244587473,897947001.7270101,393875328.9158156
2024-11-29 00:00:00 UTC,0.8115730456747042,808965251.3889705,222140170.86398646
2024-11-30 00:00:00 UTC,0.8850051593781919,884010273.5799632,305418656.1423348
2024-12-01 00:00:00 UTC,0.8252968407004658,825924374.6088982,175771981.37022159
2024-12-02 00:00:00 UTC,0.7603763745434102,761724520.4983732,262276889.52062714
2024-12-03 00:00:00 UTC,0.7225719021449942,722573260.7940379,305163198.3265309
2024-12-04 00:00:00 UTC,0.7488260426980208,748712604.9389867,282587856.3747219
2024-12-05 00:00:00 UTC,0.7390008432727345,738346989.593638,319639416.59411097
2024-12-06 00:00:00 UTC,0.8200085122497746,819688615.7253082,315471592.29217285
2024-12-07 00:00:00 UTC,0.7602023094059784,759740826.8082926,237151024.21429923
2024-12-08 00:00:00 UTC,0.784026527039625,784741055.7908564,246083575.15531462
2024-12-09 00:00:00 UTC,0.7427224923375005,740305131.0519314,187036562.1005438
2024-12-10 00:00:00 UTC,0.6039867905423169,602511805.1462574,261605616.90371516
2024-12-11 00:00:00 UTC,0.5531483895229624,552381730.23485,350035254.7122445
2024-12-12 00:00:00 UTC,0.6795759363141618,679904615.0935619,405156174.6952048
2024-12-13 00:00:00 UTC,0.7179569266777737,717030644.9158952,661629675.5095756
2024-12-14 00:00:00 UTC,0.8681624802254105,867352327.5642182,504152209.4642078
2024-12-15 00:00:00 UTC,0.8121928040790469,813599777.9419609,502958424.03323793
2024-12-16 00:00:00 UTC,0.7838214808026438,790489452.2097077,308893448.0475332
2024-12-17 00:00:00 UTC,0.6810015365061106,681607811.7655072,436313064.91824466
