Timestamp,token Y,token X
2024-12-19T09:14:34.756Z,0.0038856967043639800,0.0038697040574202800
2024-12-19T09:19:34.432Z,0.0038951929472467700,0.0038952460862741800
2024-12-19T09:24:34.404Z,0.003869786184132600,0.0038869133792962100
2024-12-19T09:29:34.599Z,0.0038641917609400500,0.00388411080542293
2024-12-19T09:34:34.621Z,0.0038575247844920600,0.003896305512580730
2024-12-19T09:39:34.625Z,0.0038611867019044300,0.0039182499858537600
2024-12-19T09:44:34.628Z,0.003864685038085110,0.003928255221700080
2024-12-19T09:49:34.649Z,0.003850182248143540,0.0039003881168098400
2024-12-19T09:54:34.645Z,0.00385121628769887,0.003896901215324560
2024-12-19T09:59:34.647Z,0.0038493683114836200,0.003911079452269870
2024-12-19T10:04:34.685Z,0.003823908114575330,0.0038982875746204900
2024-12-19T10:09:34.630Z,0.0038052004657742000,0.003863843094467620
2024-12-19T10:14:34.612Z,0.003808649624430930,0.003853381095221080
2024-12-19T10:19:34.641Z,0.0038282269096976800,0.003851875652454870
2024-12-19T10:24:34.642Z,0.0038428760519205400,0.003856391719465300
2024-12-19T10:29:34.639Z,0.0038396850195979800,0.0038526149323746400
2024-12-19T10:34:34.639Z,0.003856774753407580,0.003855887928430020
2024-12-19T10:39:34.680Z,0.0038566920663328400,0.003861176464091100
2024-12-19T10:44:34.610Z,0.0038869846485856900,0.003864753243818600
2024-12-19T10:49:34.637Z,0.0038956060688063200,0.0038572692253706200
2024-12-19T10:54:34.638Z,0.003897825421934350,0.0038483596591064000
2024-12-19T10:59:34.662Z,0.0038995115601581500,0.003840980080385540
2024-12-19T11:04:34.635Z,0.003906531056061800,0.003855297019516760
2024-12-19T11:09:34.634Z,0.003893664656533140,0.003835969833710980
2024-12-19T11:14:34.703Z,0.0038964802710285500,0.0038452975133256700
2024-12-19T11:19:34.636Z,0.003899183832931080,0.0038486287411914300
2024-12-19T11:24:36.158Z,0.0039040591115460400,0.003859250620076150
2024-12-19T11:29:34.699Z,0.003903964550459790,0.0038468854825038900
2024-12-19T11:34:34.705Z,0.003889351999719030,0.0038298750631489000
2024-12-19T11:39:34.753Z,0.003893977140803380,0.0038328658740630800
2024-12-19T11:44:34.686Z,0.003877950439840820,0.0038305059125459400
2024-12-19T11:49:34.691Z,0.0038792507079896600,0.0038162560178814500
2024-12-19T11:54:34.705Z,0.003914399506718130,0.0038273507012473000
2024-12-19T11:59:34.705Z,0.0039086033014931300,0.003835296492467190
2024-12-19T12:04:34.695Z,0.003913062493373060,0.003834661987551110
2024-12-19T12:09:34.705Z,0.003914031969430810,0.00383901653611382
2024-12-19T12:14:34.692Z,0.003907943130081300,0.003852007408745640
2024-12-19T12:19:34.709Z,0.003912259751792950,0.003824652539274770
2024-12-19T12:24:34.693Z,0.0039101241282232900,0.0038260191998745900
2024-12-19T12:29:34.695Z,0.003914485481706220,0.0038241318458206000
2024-12-19T12:34:34.724Z,0.003910105418816370,0.003778472205367350
2024-12-19T12:39:34.705Z,0.003903029580397100,0.003747513460817010
2024-12-19T12:44:34.736Z,0.0038843285518898100,0.003743944883481010
2024-12-19T12:49:34.725Z,0.0038822087111107400,0.0037136964832918300
2024-12-19T12:54:34.707Z,0.003861165176117170,0.0036650709886650400
2024-12-19T12:59:34.751Z,0.003850673593616660,0.0036596562651134100
2024-12-19T13:04:34.702Z,0.0038728473155721400,0.0037032502076053600
2024-12-19T13:09:34.707Z,0.0038871515765977400,0.003740871158466230
2024-12-19T13:14:34.681Z,0.0038706766944964000,0.0037647069602564100
2024-12-19T13:19:34.658Z,0.003736793102678610,0.0038541817253083000
2024-12-19T13:24:34.654Z,0.003727093362335550,0.0038744565199054600
2024-12-19T13:29:34.666Z,0.0037137816253912000,0.0038843371924310100
2024-12-19T13:34:34.648Z,0.0036842694444885400,0.003859222503051080
2024-12-19T13:39:34.650Z,0.0036707253172857700,0.0038403584366428600
2024-12-19T13:44:32.518Z,0.0038422205913227000,0.0036778181767075600
2024-12-19T13:49:32.479Z,0.0038566034027174000,0.0036962579231006300
2024-12-19T13:54:32.485Z,0.0038810542651966800,0.003695137680367650
2024-12-19T13:59:32.530Z,0.0038793805829628700,0.0037222875051840800
2024-12-19T14:04:32.531Z,0.0038865639931627800,0.003720059028240200
2024-12-19T14:09:32.540Z,0.0038867692766686900,0.0037257024201567500
2024-12-19T14:14:32.544Z,0.0038898571108745800,0.0037359194444378400
2024-12-19T14:19:32.514Z,0.0038889304217327000,0.0037271626170051100
2024-12-19T14:24:32.539Z,0.003891362652018430,0.0037261922258296100
2024-12-19T14:29:34.720Z,0.003899417031297410,0.0037487035148852800
2024-12-19T14:34:34.679Z,0.003919501686578030,0.0037551164066783200
2024-12-19T14:39:34.767Z,0.003899973089007110,0.003762124520350860
2024-12-19T14:44:32.475Z,0.0038838886013092900,0.003772847314902230
2024-12-19T14:49:32.443Z,0.0038694591105122500,0.0037430376885553500
2024-12-19T14:54:32.438Z,0.0038974001831474100,0.003753551394479840
2024-12-19T14:59:34.750Z,0.003893822930726140,0.0037504194702134400
2024-12-19T15:04:34.735Z,0.0038848598601886300,0.0037516596758120400
2024-12-19T15:09:34.732Z,0.003854305731278610,0.0037532630322870900
2024-12-19T15:14:34.713Z,0.0038461806419001700,0.0037484127693841700
2024-12-19T15:19:34.720Z,0.0037735097479635100,0.0037173919321674100
2024-12-19T15:24:34.713Z,0.0037609390696861900,0.00372350754616016
2024-12-19T15:29:34.690Z,0.003768248875717820,0.003734249354928660
2024-12-19T15:34:34.696Z,0.0037896046836328700,0.003728227442908230
