snapped_at,price,market_cap,total_volume
2024-04-12 00:00:00 UTC,0.021006155861782328,0.0,127028131.22889875
2024-04-13 00:00:00 UTC,0.021006155861782328,0.0,127028131.22889875
2024-04-14 00:00:00 UTC,0.014864601628792015,0.0,61821129.490665525
2024-04-15 00:00:00 UTC,0.015488886582735025,0.0,33759082.489451565
2024-04-16 00:00:00 UTC,0.012888241395353668,0.0,25000380.592839584
2024-04-17 00:00:00 UTC,0.012385843356442116,0.0,20175942.7266331
2024-04-18 00:00:00 UTC,0.012480432881604405,0.0,14566632.920938853
2024-04-19 00:00:00 UTC,0.013977052751888501,0.0,14832130.368497893
2024-04-20 00:00:00 UTC,0.01283684112677429,0.0,11857112.91643078
2024-04-21 00:00:00 UTC,0.013742423361459028,0.0,7505093.771111889
2024-04-22 00:00:00 UTC,0.016974892291733462,0.0,27000213.426310185
2024-04-23 00:00:00 UTC,0.019657092189036277,0.0,26154826.163124394
2024-04-24 00:00:00 UTC,0.02150791376376009,0.0,42041439.36298565
2024-04-25 00:00:00 UTC,0.019815982081102773,0.0,34713897.536773555
2024-04-26 00:00:00 UTC,0.017263994966030424,0.0,26703956.564619333
2024-04-27 00:00:00 UTC,0.01609520254732466,0.0,14887350.346255217
2024-04-28 00:00:00 UTC,0.015542162942068177,0.0,19191433.66277943
2024-04-29 00:00:00 UTC,0.014944589872411523,0.0,10497707.220179895
2024-04-30 00:00:00 UTC,0.015411009991823823,46178130.21409692,14439495.794552041
2024-05-01 00:00:00 UTC,0.013274737583469838,39917992.41684492,11249722.280437736
2024-05-02 00:00:00 UTC,0.013127944941907086,39561963.43205352,9698223.140306553
2024-05-03 00:00:00 UTC,0.013436400689276819,40299681.22135917,6805708.910828411
2024-05-04 00:00:00 UTC,0.014077457677513724,42253396.4681637,6081055.409128499
2024-05-05 00:00:00 UTC,0.014213963286292597,42625816.07187297,5661164.40875271
2024-05-06 00:00:00 UTC,0.01429325884169481,42816421.90010394,5952553.78548997
2024-05-07 00:00:00 UTC,0.01437281191739535,43085548.82192793,10817528.684968693
2024-05-08 00:00:00 UTC,0.013325123742839664,40011934.24252758,5977656.09887293
2024-05-09 00:00:00 UTC,0.012448697485740044,37398309.36015708,5913532.767145287
2024-05-10 00:00:00 UTC,0.013063583259268555,39227613.0788595,5248754.621127286
2024-05-11 00:00:00 UTC,0.01236843135630428,37111881.60888573,5364284.09308497
2024-05-12 00:00:00 UTC,0.012678117014060493,38020434.62516142,7535654.893593351
2024-05-13 00:00:00 UTC,0.012726739694888724,38163490.88986665,3094991.2732668966
2024-05-14 00:00:00 UTC,0.012878492999643155,38644455.76434672,8742239.157709913
2024-05-15 00:00:00 UTC,0.012199521759626032,36561963.66125382,7346081.26847274
2024-05-16 00:00:00 UTC,0.013213699331576277,39578076.33354195,31262919.58003316
2024-05-17 00:00:00 UTC,0.012889024279890731,38656310.09887029,30949354.961162534
2024-05-18 00:00:00 UTC,0.013497907494564082,40484301.66414039,6180318.834349625
2024-05-19 00:00:00 UTC,0.013574862123929414,40709168.72322954,5245457.291496336
2024-05-20 00:00:00 UTC,0.013055135658951942,39098948.7341511,11741433.89868834
2024-05-21 00:00:00 UTC,0.015198821394800149,45608593.36154232,12486342.287239641
2024-05-22 00:00:00 UTC,0.01501004039842124,44988642.46506534,10711695.3742535
2024-05-23 00:00:00 UTC,0.014536208273245112,43673256.21299757,8045299.074534508
2024-05-24 00:00:00 UTC,0.013324076196733068,39998035.47272649,17795975.25698969
2024-05-25 00:00:00 UTC,0.01317317466437483,39540998.02019976,8145937.341592333
2024-05-26 00:00:00 UTC,0.013504472044656563,40512071.11352352,8161156.852916282
2024-05-27 00:00:00 UTC,0.013935457925355551,41836402.77352182,8730623.03941622
2024-05-28 00:00:00 UTC,0.014915385333704477,44743943.29127289,11488082.667556077
2024-05-29 00:00:00 UTC,0.014875907724077871,44673613.65913755,13980089.332918169
2024-05-30 00:00:00 UTC,0.018092746883825967,54271823.30312412,40737214.486117624
2024-05-31 00:00:00 UTC,0.019226177554679053,57879353.51884839,54100882.72352238
2024-06-01 00:00:00 UTC,0.023181233576054075,69702653.0167125,53536074.19976542
2024-06-02 00:00:00 UTC,0.028018013030014284,83987914.39807059,83931766.86542298
2024-06-03 00:00:00 UTC,0.02428631980253848,72939188.44741854,54827733.66706499
2024-06-04 00:00:00 UTC,0.02322695807965617,69489275.74235226,24831288.095898427
2024-06-05 00:00:00 UTC,0.024210824295330228,72651565.99142055,33710966.96216714
2024-06-06 00:00:00 UTC,0.025169708555882606,75459337.4723509,37158703.15434222
2024-06-07 00:00:00 UTC,0.027094887228519035,81326592.98346609,62814495.45115323
2024-06-08 00:00:00 UTC,0.02408544123495818,72208553.84899533,37815033.31088537
2024-06-09 00:00:00 UTC,0.022799349045053922,68398025.32364133,19280751.35572102
2024-06-10 00:00:00 UTC,0.026281015075896298,78935669.21671966,23992311.751410294
2024-06-11 00:00:00 UTC,0.02353594396195258,70597289.20291571,19349548.892030608
2024-06-12 00:00:00 UTC,0.021774813994725955,65221755.94547808,21373588.141133573
2024-06-13 00:00:00 UTC,0.019377396942845324,58134548.2954464,23641310.593892228
2024-06-14 00:00:00 UTC,0.016934196807710508,50845217.652333,12195695.991405187
2024-06-15 00:00:00 UTC,0.016499643152443195,49316115.28153404,11663843.852373904
2024-06-16 00:00:00 UTC,0.01634063134737716,49024806.33659778,7466090.408357202
2024-06-17 00:00:00 UTC,0.01685770883680323,50578920.23463699,9348116.440627601
